ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$);Preço Total (R$)
7274;2022-09-11;PET PEAD;13.23;2.4;31.75
7275;2022-09-11;PP BRANCO;28.88;2.5;72.2
7276;2022-09-11;alto impacto;14.35;1.1;15.78
7277;2022-09-11;placa eletronica;9.57;27.2;260.3
7278;2022-10-11;arquivo;41.24;0.9;37.12
7279;2022-10-11;vidro;6.85;0.8;5.48
7280;2022-10-11;bloco;18.37;8.9;163.49
7281;2022-11-11;bateria;2.37;6.5;15.4
7282;2022-11-11;placa eletronica;28.87;27.2;785.26
7283;2022-11-11;PP BRANCO;26.02;2.5;65.05
7284;2022-11-11;PP BRANCO;17.85;2.5;44.62
7285;;cobre;25.2;36.1;909.72
7286;;PET PEAD;9.77;2.4;23.45
7287;;alto impacto;29.22;1.1;32.14
7288;;aço;5.56;5.8;32.25
7289;;papelão;37.16;0.8;29.73
7290;;arquivo;34.96;0.9;31.46
7291;;óleo;20.0;2.0;40.0
7292;;aluminio;29.81;4.0;119.24
7293;;cobre;49.45;36.1;1785.15
7294;;papelão;48.95;0.8;39.16
7295;;aluminio;39.87;4.0;159.48
7296;;cobre;11.86;36.1;428.15
7297;;alto impacto;36.09;1.1;39.7
7298;;placa eletronica;34.18;27.2;929.7
7299;;papelão;38.79;0.8;31.03
7300;;vidro;6.32;0.8;5.06
7301;;latinha;29.53;6.0;177.18
7302;;PP BRANCO;15.31;2.5;38.28
7303;;ferro;29.77;0.9;26.79
7304;;PP PRETO;25.09;1.4;35.13
7305;;óleo;18.44;2.0;36.88
7306;;ferro;13.16;0.9;11.84
7307;;alto impacto;47.39;1.1;52.13
7308;;óleo;48.03;2.0;96.06
7309;;PP COLORIDO;36.98;1.9;70.26
7310;;PET PEAD;36.96;2.4;88.7
7311;;PP CRISTAL;47.8;2.0;95.6
7312;;placa eletronica;48.05;27.2;1306.96
7313;;latinha;3.24;6.0;19.44
7314;;vidro;14.04;0.8;11.23
7315;;bloco;24.03;8.9;213.87
7316;;aço;9.06;5.8;52.55
7317;;alto impacto;49.21;1.1;54.13
7318;;PET PEAD;21.88;2.4;52.51
7319;;bateria;25.64;6.5;166.66
7320;;aluminio;28.09;4.0;112.36
7321;;papelão;37.79;0.8;30.23
7322;;vidro;29.76;0.8;23.81
7323;;arquivo;10.01;0.9;9.01
7324;;PET PEAD;38.26;2.4;91.82
7325;;vidro;4.51;0.8;3.61
7326;;ferro;49.82;0.9;44.84
7327;;papelão;15.32;0.8;12.26
7328;;latinha;14.55;6.0;87.3
7329;;bateria;24.63;6.5;160.1
7330;;latinha;35.53;6.0;213.18
7331;;latinha;3.63;6.0;21.78
7332;;arquivo;29.69;0.9;26.72
7333;;latinha;13.6;6.0;81.6
7334;;alto impacto;12.41;1.1;13.65
7335;;PET PEAD;48.45;2.4;116.28
7336;;PP CRISTAL;29.81;2.0;59.62
7337;;vidro;27.46;0.8;21.97
7338;;PP BRANCO;4.25;2.5;10.62
7339;;PP PRETO;32.5;1.4;45.5
7340;;bloco;23.59;8.9;209.95
7341;;latinha;32.79;6.0;196.74
7342;;placa eletronica;34.65;27.2;942.48
7343;;PET PEAD;24.13;2.4;57.91
7344;;cobre;4.49;36.1;162.09
7345;;alto impacto;27.07;1.1;29.78
7346;;PP COLORIDO;32.72;1.9;62.17
7347;;chumbo;6.93;8.9;61.68
7348;;PP BRANCO;23.95;2.5;59.88
7349;;bloco;14.48;8.9;128.87
7350;;PP COLORIDO;30.75;1.9;58.42
7351;;PP PRETO;36.02;1.4;50.43
7352;;bloco;0.93;8.9;8.28
7353;;placa eletronica;29.44;27.2;800.77
7354;;PP CRISTAL;40.03;2.0;80.06
7355;;latinha;7.53;6.0;45.18
7356;;aluminio;14.17;4.0;56.68
7357;;PP PRETO;10.21;1.4;14.29
7358;;arquivo;42.13;0.9;37.92
7359;;bloco;33.44;8.9;297.62
7360;;PP CRISTAL;32.95;2.0;65.9
7361;;aço;10.56;5.8;61.25
7362;;papelão;47.38;0.8;37.9
7363;;PP COLORIDO;11.23;1.9;21.34
7364;;papelão;47.29;0.8;37.83
7365;;PET PEAD;30.35;2.4;72.84
7366;;PET PEAD;19.84;2.4;47.62
7367;;bloco;23.25;8.9;206.92
7368;;placa eletronica;47.88;27.2;1302.34
7369;;PP BRANCO;24.02;2.5;60.05
7370;;PP BRANCO;16.27;2.5;40.67
7371;;latinha;21.02;6.0;126.12
7372;;arquivo;26.88;0.9;24.19
7373;;óleo;36.81;2.0;73.62
7374;;vidro;1.61;0.8;1.29
7375;;PP PRETO;34.02;1.4;47.63
7376;;óleo;49.11;2.0;98.22
7377;;bateria;35.15;6.5;228.48
7378;;PP CRISTAL;11.63;2.0;23.26
7379;;aço;21.62;5.8;125.4
7380;;aluminio;18.22;4.0;72.88
7381;;chumbo;25.64;8.9;228.2
7382;;alto impacto;1.3;1.1;1.43
7383;;aluminio;15.21;4.0;60.84
7384;;aluminio;1.92;4.0;7.68
7385;;alto impacto;46.52;1.1;51.17
7386;;vidro;30.62;0.8;24.5
7387;;vidro;5.88;0.8;4.7
7388;;papelão;44.04;0.8;35.23
7389;;vidro;9.88;0.8;7.9
7390;;bateria;36.54;6.5;237.51
7391;;PP PRETO;1.37;1.4;1.92
7392;;latinha;28.86;6.0;173.16
7393;;latinha;35.24;6.0;211.44
7394;;arquivo;26.04;0.9;23.44
7395;;bloco;46.79;8.9;416.43
7396;;vidro;21.59;0.8;17.27
7397;;PP PRETO;8.65;1.4;12.11
7398;;ferro;20.95;0.9;18.86
7399;;PP CRISTAL;7.56;2.0;15.12
7400;;PET PEAD;19.18;2.4;46.03
7401;;ferro;46.78;0.9;42.1
7402;;aço;31.96;5.8;185.37
7403;;latinha;30.72;6.0;184.32
7404;;cobre;31.72;36.1;1145.09
7405;;bloco;29.9;8.9;266.11
7406;;PP COLORIDO;41.16;1.9;78.2
7407;;ferro;37.79;0.9;34.01
7408;;PP PRETO;12.45;1.4;17.43
7409;;PP PRETO;35.31;1.4;49.43
7410;;aluminio;13.98;4.0;55.92
7411;;arquivo;2.01;0.9;1.81
7412;;PP CRISTAL;5.08;2.0;10.16
7413;;óleo;39.71;2.0;79.42
7414;;ferro;0.12;0.9;0.11
7415;;PP COLORIDO;49.63;1.9;94.3
7416;;bateria;9.28;6.5;60.32
7417;;aluminio;47.22;4.0;188.88
7418;;bloco;15.46;8.9;137.59
7419;;PP COLORIDO;16.11;1.9;30.61
7420;;bloco;31.24;8.9;278.04
7421;;vidro;35.11;0.8;28.09
7422;;ferro;42.13;0.9;37.92
7423;;aço;28.2;5.8;163.56
7424;;PP BRANCO;18.72;2.5;46.8
7425;;ferro;20.36;0.9;18.32
7426;;vidro;24.07;0.8;19.26
7427;;bloco;11.59;8.9;103.15
7428;;papelão;42.92;0.8;34.34
7429;;arquivo;19.41;0.9;17.47
7430;;PET PEAD;43.07;2.4;103.37
7431;;latinha;24.62;6.0;147.72
7432;;bloco;14.59;8.9;129.85
7433;;chumbo;0.32;8.9;2.85
7434;;bateria;5.96;6.5;38.74
7435;;cobre;37.44;36.1;1351.58
7436;;ferro;13.09;0.9;11.78
7437;;PET PEAD;25.47;2.4;61.13
7438;;cobre;35.39;36.1;1277.58
7439;;óleo;3.39;2.0;6.78
7440;;vidro;23.03;0.8;18.42
7441;;PP CRISTAL;5.64;2.0;11.28
7442;;bloco;3.02;8.9;26.88
7443;;PP CRISTAL;26.03;2.0;52.06
7444;;aço;31.52;5.8;182.82
7445;;arquivo;3.66;0.9;3.29
7446;;bateria;0.75;6.5;4.88
7447;;vidro;3.61;0.8;2.89
7448;;PP COLORIDO;2.87;1.9;5.45
7449;;arquivo;5.13;0.9;4.62
7450;;papelão;24.88;0.8;19.9
7451;;ferro;36.24;0.9;32.62
7452;;PP PRETO;19.88;1.4;27.83
7453;;PET PEAD;1.61;2.4;3.86
7454;;PP CRISTAL;22.11;2.0;44.22
7455;;cobre;8.72;36.1;314.79
7456;;arquivo;30.52;0.9;27.47
7457;;ferro;19.66;0.9;17.69
7458;;PET PEAD;20.67;2.4;49.61
7459;;placa eletronica;11.53;27.2;313.62
7460;;PP CRISTAL;14.99;2.0;29.98
7461;;papelão;31.08;0.8;24.86
7462;;bateria;17.23;6.5;112.0
7463;;PP BRANCO;42.0;2.5;105.0
7464;;bateria;46.12;6.5;299.78
7465;;chumbo;29.94;8.9;266.47
7466;;bateria;48.27;6.5;313.76
7467;;arquivo;33.17;0.9;29.85
7468;;arquivo;34.87;0.9;31.38
7469;;arquivo;3.24;0.9;2.92
7470;;vidro;1.96;0.8;1.57
7471;;bateria;44.0;6.5;286.0
7472;;latinha;30.05;6.0;180.3
7473;;papelão;16.31;0.8;13.05
7474;;bateria;15.29;6.5;99.38
7475;;bateria;35.25;6.5;229.12
7476;;latinha;19.23;6.0;115.38
7477;;PP BRANCO;29.85;2.5;74.62
7478;;arquivo;20.45;0.9;18.4
7479;;placa eletronica;42.42;27.2;1153.82
7480;;chumbo;33.19;8.9;295.39
7481;;chumbo;29.97;8.9;266.73
7482;;PP PRETO;31.18;1.4;43.65
7483;;PP BRANCO;5.44;2.5;13.6
7484;;PET PEAD;3.92;2.4;9.41
7485;;PP COLORIDO;19.92;1.9;37.85
7486;;bloco;32.96;8.9;293.34
7487;;óleo;28.53;2.0;57.06
7488;;PET PEAD;14.95;2.4;35.88
7489;;chumbo;7.0;8.9;62.3
7490;;aço;1.4;5.8;8.12
7491;;PET PEAD;33.97;2.4;81.53
7492;;PP COLORIDO;45.83;1.9;87.08
7493;;PP CRISTAL;10.87;2.0;21.74
7494;;alto impacto;2.61;1.1;2.87
7495;;PP CRISTAL;0.71;2.0;1.42
7496;;ferro;23.05;0.9;20.74
7497;;aluminio;15.41;4.0;61.64
7498;;PP PRETO;26.44;1.4;37.02
7499;;ferro;34.79;0.9;31.31
7500;;bloco;27.8;8.9;247.42
7501;;latinha;19.32;6.0;115.92
7502;;PET PEAD;32.31;2.4;77.54
7503;;bloco;26.14;8.9;232.65
7504;;PP CRISTAL;21.24;2.0;42.48
7505;;bateria;5.88;6.5;38.22
7506;;latinha;31.52;6.0;189.12
7507;;arquivo;7.99;0.9;7.19
7508;;bloco;11.33;8.9;100.84
7509;;latinha;38.91;6.0;233.46
7510;;vidro;4.58;0.8;3.66
7511;;bateria;5.18;6.5;33.67
7512;;latinha;45.93;6.0;275.58
7513;;ferro;20.89;0.9;18.8
7514;;aluminio;5.39;4.0;21.56
7515;;alto impacto;27.37;1.1;30.11
7516;2022-01-12;arquivo;23.16;1.0;23.16
7517;2022-01-12;placa eletronica;30.76;28.9;888.96
7518;2022-01-12;óleo;1.63;2.1;3.42
7519;2022-01-12;bateria;41.72;6.8;283.7
7520;2022-01-12;aço;38.09;5.5;209.5
7521;2022-01-12;bloco;29.58;8.4;248.47
7522;2022-01-12;PP COLORIDO;12.65;2.0;25.3
7523;2022-01-12;PP BRANCO;33.67;2.3;77.44
7524;2022-01-12;latinha;7.03;6.3;44.29
7525;2022-01-12;óleo;28.57;2.1;60.0
7526;2022-02-12;bateria;1.98;6.8;13.46
7527;2022-02-12;bateria;24.62;6.8;167.42
7528;2022-02-12;bloco;23.55;8.4;197.82
7529;2022-02-12;papelão;20.67;0.7;14.47
7530;2022-05-12;arquivo;15.08;1.0;15.08
7531;2022-06-12;aço;42.34;5.5;232.87
7532;2022-06-12;PP BRANCO;15.19;2.3;34.94
7533;2022-06-12;ferro;18.4;0.9;16.56
7534;2022-06-12;vidro;23.33;0.8;18.66
7535;2022-06-12;ferro;45.85;0.9;41.26
7536;2022-06-12;óleo;37.83;2.1;79.44
7537;2022-06-12;latinha;6.89;6.3;43.41
7538;2022-06-12;PP PRETO;6.06;1.3;7.88
7539;2022-06-12;chumbo;6.75;9.5;64.12
7540;2022-06-12;chumbo;49.02;9.5;465.69
7541;2022-06-12;óleo;34.92;2.1;73.33
7542;2022-06-12;latinha;43.66;6.3;275.06
7543;2022-06-12;cobre;4.42;33.9;149.84
7544;2022-06-12;ferro;28.8;0.9;25.92
7545;2022-06-12;papelão;1.52;0.7;1.06
7546;2022-06-12;bloco;32.12;8.4;269.81
7547;2022-06-12;óleo;7.62;2.1;16.0
7548;2022-06-12;arquivo;16.31;1.0;16.31
7549;2022-06-12;latinha;30.1;6.3;189.63
7550;2022-06-12;placa eletronica;44.43;28.9;1284.03
7551;2022-06-12;aluminio;48.0;4.2;201.6
7552;2022-07-12;aço;22.85;5.5;125.68
7553;2022-08-12;latinha;18.65;6.3;117.49
7554;2022-08-12;vidro;15.89;0.8;12.71
7555;2022-08-12;latinha;40.79;6.3;256.98
7556;2022-08-12;alto impacto;44.14;1.2;52.97
7557;2022-08-12;aluminio;4.87;4.2;20.45
7558;2022-08-12;bateria;41.3;6.8;280.84
7559;2022-08-12;PP BRANCO;16.19;2.3;37.24
7560;2022-08-12;arquivo;29.37;1.0;29.37
7561;2022-08-12;chumbo;17.29;9.5;164.26
7562;2022-08-12;bateria;5.49;6.8;37.33
7563;2022-08-12;PP PRETO;0.4;1.3;0.52
7564;2022-08-12;aluminio;5.58;4.2;23.44
7565;2022-08-12;placa eletronica;11.2;28.9;323.68
7566;2022-08-12;bateria;14.75;6.8;100.3
7567;2022-08-12;alto impacto;0.24;1.2;0.29
7568;2022-08-12;arquivo;26.4;1.0;26.4
7569;2022-08-12;bloco;31.99;8.4;268.72
7570;2022-08-12;arquivo;4.9;1.0;4.9
7571;2022-08-12;bateria;23.45;6.8;159.46
7572;2022-08-12;placa eletronica;35.59;28.9;1028.55
7573;2022-08-12;vidro;25.09;0.8;20.07
7574;2022-08-12;chumbo;39.91;9.5;379.14
7575;2022-08-12;bateria;18.34;6.8;124.71
7576;2022-08-12;PET PEAD;42.18;2.3;97.01
7577;2022-08-12;alto impacto;39.63;1.2;47.56
7578;2022-08-12;vidro;27.17;0.8;21.74
7579;2022-09-12;alto impacto;37.6;1.2;45.12
7580;2022-09-12;alto impacto;22.95;1.2;27.54
7581;2022-09-12;bateria;44.29;6.8;301.17
7582;2022-09-12;bateria;36.97;6.8;251.4
7583;2022-09-12;PP CRISTAL;32.43;1.8;58.37
7584;2022-09-12;óleo;40.41;2.1;84.86
7585;2022-09-12;ferro;21.94;0.9;19.75
7586;2022-09-12;aluminio;12.02;4.2;50.48
7587;2022-09-12;papelão;6.22;0.7;4.35
7588;2022-09-12;PP COLORIDO;31.62;2.0;63.24
7589;2022-09-12;PP PRETO;6.95;1.3;9.04
7590;2022-09-12;papelão;0.66;0.7;0.46
7591;2022-09-12;chumbo;9.6;9.5;91.2
7592;2022-09-12;cobre;10.65;33.9;361.04
7593;2022-09-12;PP BRANCO;13.91;2.3;31.99
7594;2022-12-12;bateria;23.82;6.8;161.98
7595;2022-12-12;papelão;46.92;0.7;32.84
7596;2022-12-12;bloco;11.59;8.4;97.36
7597;2022-12-12;PP CRISTAL;35.83;1.8;64.49
7598;2022-12-12;papelão;38.63;0.7;27.04
7599;2022-12-12;arquivo;2.76;1.0;2.76
7600;2022-12-12;aço;35.29;5.5;194.1
7601;2022-12-12;vidro;31.88;0.8;25.5
7602;2022-12-12;alto impacto;42.23;1.2;50.68
7603;2022-12-12;chumbo;35.92;9.5;341.24
7604;2022-12-12;bateria;23.88;6.8;162.38
7605;2022-12-12;papelão;40.42;0.7;28.29
7606;2022-12-12;placa eletronica;35.19;28.9;1016.99
7607;2022-12-12;PP CRISTAL;31.82;1.8;57.28
7608;2022-12-12;PET PEAD;8.52;2.3;19.6
7609;2022-12-12;chumbo;7.65;9.5;72.68
7610;2022-12-12;aluminio;6.58;4.2;27.64
7611;2022-12-12;papelão;28.27;0.7;19.79
7612;2022-12-12;placa eletronica;9.67;28.9;279.46
7613;;latinha;24.29;6.3;153.03
7614;;aluminio;32.04;4.2;134.57
7615;;ferro;8.55;0.9;7.7
7616;;chumbo;24.23;9.5;230.18
7617;;papelão;25.02;0.7;17.51
7618;;cobre;26.43;33.9;895.98
7619;;cobre;9.89;33.9;335.27
7620;;aluminio;36.78;4.2;154.48
7621;;placa eletronica;0.68;28.9;19.65
7622;;PP CRISTAL;3.18;1.8;5.72
7623;;ferro;29.15;0.9;26.24
7624;;papelão;33.17;0.7;23.22
7625;;aluminio;5.31;4.2;22.3
7626;;vidro;47.63;0.8;38.1
7627;;chumbo;0.15;9.5;1.42
7628;;papelão;32.37;0.7;22.66
7629;;PP PRETO;3.4;1.3;4.42
7630;;PET PEAD;24.34;2.3;55.98
7631;;PP CRISTAL;6.54;1.8;11.77
7632;;PET PEAD;3.54;2.3;8.14
7633;;PP BRANCO;22.42;2.3;51.57
7634;;PP BRANCO;45.67;2.3;105.04
7635;;chumbo;1.77;9.5;16.82
7636;;óleo;42.41;2.1;89.06
7637;;PP COLORIDO;10.82;2.0;21.64
7638;;cobre;42.84;33.9;1452.28
7639;;PP PRETO;23.73;1.3;30.85
7640;;aço;37.15;5.5;204.32
7641;;ferro;35.09;0.9;31.58
7642;;PET PEAD;24.02;2.3;55.25
7643;;alto impacto;33.78;1.2;40.54
7644;;cobre;44.41;33.9;1505.5
7645;;arquivo;32.15;1.0;32.15
7646;;alto impacto;11.25;1.2;13.5
7647;;placa eletronica;34.54;28.9;998.21
7648;;bateria;0.76;6.8;5.17
7649;;óleo;32.7;2.1;68.67
7650;;PP CRISTAL;29.29;1.8;52.72
7651;;PP CRISTAL;28.05;1.8;50.49
7652;;PP BRANCO;48.87;2.3;112.4
7653;;vidro;35.2;0.8;28.16
7654;;chumbo;40.0;9.5;380.0
7655;;alto impacto;11.94;1.2;14.33
7656;;placa eletronica;31.81;28.9;919.31
7657;;bloco;21.67;8.4;182.03
7658;;vidro;41.4;0.8;33.12
7659;;PP PRETO;4.43;1.3;5.76
7660;;óleo;47.81;2.1;100.4
7661;;PP COLORIDO;16.47;2.0;32.94
7662;;PP COLORIDO;39.5;2.0;79.0
7663;;latinha;11.83;6.3;74.53
7664;;vidro;31.18;0.8;24.94
7665;;bloco;25.07;8.4;210.59
7666;;placa eletronica;41.0;28.9;1184.9
7667;;óleo;28.53;2.1;59.91
7668;;aço;10.45;5.5;57.47
7669;;aluminio;5.66;4.2;23.77
7670;;chumbo;38.99;9.5;370.4
7671;;chumbo;46.6;9.5;442.7
7672;;aço;25.75;5.5;141.62
7673;;PP COLORIDO;18.14;2.0;36.28
7674;;aço;39.45;5.5;216.98
7675;;PP PRETO;31.42;1.3;40.85
7676;;PP BRANCO;7.09;2.3;16.31
7677;;alto impacto;25.93;1.2;31.12
7678;;papelão;26.14;0.7;18.3
7679;;cobre;16.14;33.9;547.15
7680;;PET PEAD;10.32;2.3;23.74
7681;;papelão;7.16;0.7;5.01
7682;;alto impacto;46.73;1.2;56.08
7683;;alto impacto;12.77;1.2;15.32
7684;;cobre;18.4;33.9;623.76
7685;;alto impacto;26.96;1.2;32.35
7686;;bateria;1.21;6.8;8.23
7687;;alto impacto;11.92;1.2;14.3
7688;;placa eletronica;16.79;28.9;485.23
7689;;chumbo;23.63;9.5;224.48
7690;;placa eletronica;38.39;28.9;1109.47
7691;;óleo;16.65;2.1;34.96
7692;;placa eletronica;15.11;28.9;436.68
7693;;óleo;41.5;2.1;87.15
7694;;PET PEAD;25.02;2.3;57.55
7695;;latinha;13.72;6.3;86.44
7696;;PP PRETO;3.2;1.3;4.16
7697;;arquivo;23.34;1.0;23.34
7698;;placa eletronica;46.8;28.9;1352.52
7699;;aço;5.17;5.5;28.44
7700;;alto impacto;3.63;1.2;4.36
7701;;papelão;49.95;0.7;34.96
7702;;papelão;3.05;0.7;2.13
7703;;PET PEAD;15.24;2.3;35.05
7704;;papelão;38.76;0.7;27.13
7705;;latinha;34.9;6.3;219.87
7706;;ferro;37.66;0.9;33.89
7707;;ferro;15.17;0.9;13.65
7708;;aluminio;23.77;4.2;99.83
7709;;chumbo;6.22;9.5;59.09
7710;;bateria;32.03;6.8;217.8
7711;;cobre;44.45;33.9;1506.86
7712;;latinha;25.14;6.3;158.38
7713;;PET PEAD;25.18;2.3;57.91
7714;;papelão;18.54;0.7;12.98
7715;;PP PRETO;48.99;1.3;63.69
7716;;placa eletronica;18.74;28.9;541.59
7717;;PP PRETO;43.48;1.3;56.52
7718;;arquivo;9.61;1.0;9.61
7719;;bloco;48.09;8.4;403.96
7720;;PP PRETO;17.83;1.3;23.18
7721;;PET PEAD;21.04;2.3;48.39
7722;;cobre;2.26;33.9;76.61
7723;;placa eletronica;48.63;28.9;1405.41
7724;;aço;45.03;5.5;247.67
7725;;PP COLORIDO;24.05;2.0;48.1
7726;;cobre;20.17;33.9;683.76
7727;;ferro;22.86;0.9;20.57
7728;;aluminio;36.3;4.2;152.46
7729;;aço;12.02;5.5;66.11
7730;;chumbo;18.17;9.5;172.62
7731;;óleo;17.29;2.1;36.31
7732;;papelão;9.07;0.7;6.35
7733;;cobre;6.31;33.9;213.91
7734;;óleo;45.59;2.1;95.74
7735;;alto impacto;7.4;1.2;8.88
7736;;aço;44.28;5.5;243.54
7737;;PP BRANCO;12.07;2.3;27.76
7738;;alto impacto;12.56;1.2;15.07
7739;;aluminio;13.98;4.2;58.72
7740;;latinha;45.07;6.3;283.94
7741;;PET PEAD;32.16;2.3;73.97
7742;;bloco;47.09;8.4;395.56
7743;;aluminio;4.42;4.2;18.56
7744;;óleo;19.13;2.1;40.17
7745;;óleo;20.85;2.1;43.78
7746;;óleo;36.02;2.1;75.64
7747;;PP PRETO;5.81;1.3;7.55
7748;;bateria;41.63;6.8;283.08
7749;;aluminio;19.48;4.2;81.82
7750;;bloco;9.3;8.4;78.12
7751;;PP PRETO;49.26;1.3;64.04
7752;;ferro;19.9;0.9;17.91
7753;;PP COLORIDO;7.46;2.0;14.92
7754;;alto impacto;31.93;1.2;38.32
7755;;bateria;46.35;6.8;315.18
7756;;bloco;16.55;8.4;139.02
7757;;óleo;37.37;2.1;78.48
7758;;PP CRISTAL;9.58;1.8;17.24
7759;;cobre;12.86;33.9;435.95
7760;;PET PEAD;30.24;2.3;69.55
7761;;aluminio;7.21;4.2;30.28
7762;;placa eletronica;41.6;28.9;1202.24
7763;;bloco;31.25;8.4;262.5
7764;;ferro;4.49;0.9;4.04
7765;;PP CRISTAL;49.85;1.8;89.73
7766;;ferro;34.35;0.9;30.92
7767;;PP COLORIDO;19.35;2.0;38.7
7768;;cobre;17.29;33.9;586.13
7769;;arquivo;49.85;1.0;49.85
7770;;bateria;2.75;6.8;18.7
7771;;alto impacto;4.82;1.2;5.78
7772;;PP BRANCO;22.31;2.3;51.31
7773;;chumbo;5.2;9.5;49.4
7774;;PP CRISTAL;23.07;1.8;41.53
7775;;ferro;43.64;0.9;39.28
7776;;PET PEAD;18.44;2.3;42.41
7777;;PP CRISTAL;20.49;1.8;36.88
7778;;PP COLORIDO;30.4;2.0;60.8
7779;;latinha;25.63;6.3;161.47
7780;;papelão;43.56;0.7;30.49
7781;;aço;34.29;5.5;188.6
7782;;ferro;39.71;0.9;35.74
7783;;cobre;22.43;33.9;760.38
7784;;ferro;23.6;0.9;21.24
7785;;arquivo;8.36;1.0;8.36
7786;;chumbo;33.3;9.5;316.35
7787;;aço;13.53;5.5;74.41
7788;2023-02-01;arquivo;14.38;0.9;12.94
7789;2023-02-01;aluminio;49.79;4.0;199.16
7790;2023-02-01;aluminio;44.28;4.0;177.12
7791;2023-02-01;PET PEAD;14.97;2.1;31.44
7792;2023-02-01;PET PEAD;43.57;2.1;91.5
7793;2023-02-01;PP CRISTAL;29.38;1.7;49.95
7794;2023-02-01;PP COLORIDO;33.88;1.9;64.37
7795;2023-02-01;bateria;15.61;7.2;112.39
7796;2023-02-01;PP BRANCO;47.33;2.5;118.32
7797;2023-02-01;placa eletronica;23.83;30.7;731.58
7798;2023-03-01;vidro;7.26;0.8;5.81
7799;2023-03-01;bateria;8.06;7.2;58.03
7800;2023-03-01;PET PEAD;13.59;2.1;28.54
7801;2023-03-01;alto impacto;28.05;1.3;36.47
7802;2023-03-01;papelão;33.66;0.7;23.56
7803;2023-03-01;placa eletronica;5.25;30.7;161.17
7804;2023-03-01;cobre;34.06;31.8;1083.11
7805;2023-03-01;PP PRETO;39.56;1.4;55.38
7806;2023-03-01;alto impacto;25.1;1.3;32.63
7807;2023-03-01;cobre;33.77;31.8;1073.89
7808;2023-03-01;alto impacto;39.61;1.3;51.49
7809;2023-03-01;vidro;45.97;0.8;36.78
7810;2023-03-01;PET PEAD;44.23;2.1;92.88
7811;2023-03-01;PP CRISTAL;15.21;1.7;25.86
7812;2023-03-01;chumbo;29.82;8.8;262.42
7813;2023-03-01;PP CRISTAL;6.24;1.7;10.61
7814;2023-03-01;PP BRANCO;3.67;2.5;9.18
7815;2023-03-01;aluminio;36.05;4.0;144.2
7816;2023-03-01;ferro;18.51;0.9;16.66
7817;2023-03-01;PP COLORIDO;6.7;1.9;12.73
7818;2023-03-01;óleo;7.96;2.0;15.92
7819;2023-03-01;latinha;26.98;5.9;159.18
7820;2023-03-01;aluminio;45.01;4.0;180.04
7821;2023-03-01;arquivo;30.51;0.9;27.46
7822;2023-04-01;PP COLORIDO;36.76;1.9;69.84
7823;2023-04-01;latinha;15.51;5.9;91.51
7824;2023-04-01;ferro;31.94;0.9;28.75
7825;2023-04-01;óleo;49.82;2.0;99.64
7826;2023-05-01;cobre;20.06;31.8;637.91
7827;2023-05-01;vidro;6.08;0.8;4.86
7828;2023-05-01;bateria;16.96;7.2;122.11
7829;2023-05-01;papelão;18.74;0.7;13.12
7830;2023-05-01;cobre;14.68;31.8;466.82
7831;2023-05-01;aluminio;41.44;4.0;165.76
7832;2023-05-01;ferro;48.73;0.9;43.86
7833;2023-05-01;vidro;6.12;0.8;4.9
7834;2023-05-01;aço;13.03;5.8;75.57
7835;2023-05-01;PP COLORIDO;5.65;1.9;10.74
7836;2023-05-01;aluminio;13.13;4.0;52.52
7837;2023-05-01;bloco;13.03;8.8;114.66
7838;2023-05-01;chumbo;29.38;8.8;258.54
7839;2023-05-01;vidro;12.39;0.8;9.91
7840;2023-05-01;latinha;5.83;5.9;34.4
7841;2023-05-01;papelão;47.27;0.7;33.09
7842;2023-05-01;bateria;30.24;7.2;217.73
7843;2023-05-01;PP CRISTAL;29.68;1.7;50.46
7844;2023-05-01;PP CRISTAL;41.9;1.7;71.23
7845;2023-05-01;aço;20.51;5.8;118.96
7846;2023-05-01;cobre;8.85;31.8;281.43
7847;2023-06-01;arquivo;20.46;0.9;18.41
7848;2023-06-01;papelão;48.99;0.7;34.29
7849;2023-06-01;óleo;48.43;2.0;96.86
7850;2023-06-01;ferro;21.82;0.9;19.64
7851;2023-06-01;PP PRETO;4.63;1.4;6.48
7852;2023-06-01;chumbo;27.76;8.8;244.29
7853;2023-06-01;ferro;47.03;0.9;42.33
7854;2023-06-01;PP PRETO;31.27;1.4;43.78
7855;2023-06-01;óleo;42.7;2.0;85.4
7856;2023-06-01;PP PRETO;22.16;1.4;31.02
7857;2023-06-01;vidro;17.22;0.8;13.78
7858;2023-06-01;alto impacto;6.07;1.3;7.89
7859;2023-06-01;PP PRETO;22.72;1.4;31.81
7860;2023-06-01;vidro;45.95;0.8;36.76
7861;2023-06-01;vidro;33.33;0.8;26.66
7862;2023-06-01;aço;26.55;5.8;153.99
7863;2023-06-01;bateria;42.75;7.2;307.8
7864;2023-06-01;aço;3.96;5.8;22.97
7865;2023-06-01;alto impacto;17.09;1.3;22.22
7866;2023-06-01;vidro;26.42;0.8;21.14
7867;2023-06-01;aço;40.51;5.8;234.96
7868;2023-06-01;placa eletronica;12.88;30.7;395.42
7869;2023-06-01;ferro;44.15;0.9;39.74
7870;2023-06-01;bloco;21.08;8.8;185.5
7871;2023-06-01;bloco;20.52;8.8;180.58
7872;2023-06-01;bloco;14.28;8.8;125.66
