Data da Compra;Quantidade (kg);Nome do Material;Preço Total (R$);Margem de Lucro (%);Valor de Revenda (R$)
2022-09-26;27.09;bloco;293.38;0.36;399.68
2022-09-26;8.73;PVC vidro;970.78;0.41;1365.63
2022-09-26;16.35;bloco;171.02;0.4;238.88
2022-09-26;41.48;PET PEAD;140.2;0.31;183.56
2022-09-26;46.66;PP PRETO;84.45;0.45;122.23
2022-09-26;31.51;PET PEAD;105.56;0.33;140.72
2022-09-26;5.59;PP CRISTAL;22.02;0.31;28.75
2022-09-26;9.28;PP COLORIDO;18.84;0.36;25.66
2022-09-26;15.57;PP BRANCO;46.55;0.33;61.9
2022-09-26;0.88;chumbo;8.84;0.37;12.13
2022-09-27;7.51;ferro;11.94;0.35;16.13
2022-09-27;27.44;latinha;303.76;0.34;406.91
2022-09-27;34.16;PP PRETO;59.1;0.31;77.48
2022-09-27;10.25;vidro;13.74;0.4;19.3
2022-09-27;22.08;latinha;247.52;0.33;329.83
2022-09-27;43.47;cobre;2522.13;0.35;3395.81
2022-09-27;1.35;bloco;14.89;0.37;20.47
2022-09-27;47.62;bloco;515.72;0.35;696.63
2022-09-27;34.84;placa eletronica;1849.66;0.44;2660.59
2022-09-27;46.89;PP PRETO;83.93;0.31;109.63
2022-09-27;37.68;aço;276.19;0.33;366.36
2022-09-27;28.49;alto impacto;38.18;0.39;52.98
2022-09-28;14.89;bateria;99.61;0.32;131.78
2022-09-28;6.53;cobre;383.31;0.44;552.68
2022-09-28;1.54;aço;11.37;0.36;15.49
2022-09-28;36.16;PP COLORIDO;74.85;0.43;106.75
2022-09-28;15.32;arquivo;16.55;0.4;23.22
2022-09-28;14.12;vidro;19.63;0.42;27.84
2022-09-28;7.3;aluminio;69.64;0.4;97.51
2022-09-28;44.13;óleo;121.8;0.38;168.1
2022-09-28;7.75;PP COLORIDO;15.35;0.42;21.77
2022-09-28;39.29;PP COLORIDO;81.33;0.34;109.02
2022-09-28;5.1;aluminio;48.65;0.31;63.63
2022-09-28;12.52;placa eletronica;660.05;0.36;895.68
2022-09-29;49.69;bateria;340.38;0.32;449.23
2022-09-29;43.24;PP BRANCO;129.29;0.38;178.38
2022-09-29;44.01;aço;315.55;0.3;411.09
2022-09-29;30.92;alto impacto;42.67;0.42;60.76
2022-09-29;33.73;bateria;235.77;0.44;338.92
2022-09-29;13.59;PP COLORIDO;28.4;0.39;39.4
2022-09-29;31.93;óleo;84.93;0.38;117.56
2022-09-29;1.16;óleo;3.14;0.31;4.1
2022-09-29;0.35;PET PEAD;1.21;0.33;1.62
2022-09-29;16.69;PET PEAD;54.24;0.45;78.41
2022-09-29;37.07;chumbo;377.74;0.34;505.1
2022-09-29;39.21;aço;286.63;0.34;382.87
2022-09-30;0.62;PP BRANCO;1.83;0.38;2.52
2022-09-30;14.0;PVC vidro;1457.4;0.38;2012.65
2022-09-30;18.51;aluminio;173.99;0.39;241.74
2022-09-30;31.96;PP BRANCO;97.48;0.35;131.14
2022-09-30;43.68;vidro;60.28;0.42;85.56
2022-09-30;37.0;arquivo;41.07;0.41;58.02
2022-09-30;1.24;vidro;1.66;0.4;2.33
2022-09-30;15.14;aço;110.37;0.31;145.13
2022-09-30;4.46;PP COLORIDO;8.83;0.4;12.35
2022-09-30;36.19;vidro;49.94;0.32;65.7
2022-09-30;19.46;arquivo;21.02;0.34;28.17
2022-10-01;42.94;bateria;286.41;0.34;382.86
2022-10-01;42.78;vidro;56.9;0.3;74.06
2022-10-01;13.76;PVC vidro;1465.16;0.33;1945.32
2022-10-01;38.72;PP PRETO;65.44;0.32;86.11
2022-10-01;17.93;PET PEAD;59.71;0.35;80.76
2022-10-01;15.38;bateria;107.2;0.41;150.97
2022-10-01;46.51;PP PRETO;80.93;0.41;114.09
2022-10-01;21.9;PVC vidro;2396.3;0.34;3217.2
2022-10-01;7.21;aço;52.63;0.44;75.56
2022-10-02;6.26;PP CRISTAL;23.66;0.44;33.98
2022-10-02;32.44;PP CRISTAL;125.87;0.41;176.91
2022-10-02;6.96;placa eletronica;388.58;0.36;528.23
2022-10-02;20.04;PP BRANCO;58.92;0.4;82.27
2022-10-02;44.42;PP PRETO;75.07;0.36;101.85
2022-10-02;28.46;vidro;37.85;0.36;51.47
2022-10-02;17.99;PET PEAD;59.01;0.35;79.37
2022-10-02;20.78;chumbo;203.02;0.35;273.56
2022-10-02;31.17;PP CRISTAL;122.81;0.36;167.59
2022-10-03;9.6;ferro;15.26;0.3;19.84
2022-10-03;42.72;cobre;2575.59;0.41;3636.26
2022-10-03;7.21;alto impacto;9.73;0.41;13.69
2022-10-03;4.98;cobre;299.85;0.41;421.72
2022-10-03;14.4;alto impacto;18.72;0.3;24.38
2022-10-03;42.46;PP COLORIDO;85.77;0.43;122.71
2022-10-03;38.05;alto impacto;50.23;0.32;66.24
2022-10-03;44.67;papelão;48.69;0.36;66.42
2022-10-03;34.81;PET PEAD;118.7;0.33;158.1
2022-10-03;10.67;bateria;70.0;0.42;99.42
2022-10-03;16.15;aluminio;154.88;0.34;207.96
2022-10-03;18.82;alto impacto;25.97;0.3;33.84
2022-10-03;0.27;bloco;2.89;0.38;3.99
2022-10-03;3.3;aluminio;32.11;0.44;46.24
2022-10-03;19.81;vidro;27.14;0.36;36.94
2022-10-03;36.58;aluminio;357.75;0.33;476.87
2022-10-03;4.66;bateria;31.59;0.36;43.11
2022-10-03;13.78;óleo;37.76;0.38;52.02
2022-10-03;7.02;bateria;47.17;0.44;68.1
2022-10-03;13.81;PVC vidro;1466.9;0.34;1959.78
2022-10-03;22.82;chumbo;238.24;0.44;344.15
2022-10-03;45.12;vidro;62.27;0.4;87.17
2022-10-03;7.01;arquivo;7.36;0.41;10.4
2022-10-03;43.02;vidro;58.08;0.37;79.71
2022-10-04;19.27;alto impacto;25.82;0.39;35.82
2022-10-04;41.21;PP COLORIDO;80.77;0.34;108.4
2022-10-04;36.5;vidro;48.55;0.35;65.59
2022-10-04;2.88;papelão;3.02;0.42;4.3
2022-10-04;13.65;alto impacto;18.02;0.32;23.82
2022-10-04;14.22;latinha;155.57;0.31;204.47
2022-10-04;36.08;papelão;38.61;0.35;52.09
2022-10-04;3.55;latinha;39.3;0.39;54.58
2022-10-04;6.06;PP BRANCO;18.73;0.4;26.21
2022-10-04;32.49;alto impacto;43.54;0.35;58.81
2022-10-04;4.01;PP CRISTAL;15.68;0.4;21.91
2022-10-04;21.89;PP CRISTAL;88.0;0.38;121.58
2022-10-04;2.55;chumbo;25.4;0.44;36.51
2022-10-04;7.2;óleo;18.94;0.45;27.4
2022-10-04;38.59;alto impacto;52.87;0.37;72.3
2022-10-04;23.91;arquivo;26.06;0.33;34.75
2022-10-04;35.55;óleo;98.83;0.44;142.63
2022-10-04;26.04;chumbo;261.44;0.32;343.98
2022-10-04;33.59;ferro;54.75;0.43;78.05
2022-10-04;3.74;PP CRISTAL;14.7;0.36;20.01
2022-10-05;5.96;PVC vidro;631.28;0.38;868.59
2022-10-05;19.6;aço;140.73;0.37;192.71
2022-10-05;41.63;PP PRETO;73.27;0.31;95.64
2022-10-05;38.37;PP COLORIDO;77.51;0.44;111.95
2022-10-05;41.09;ferro;66.57;0.35;89.94
2022-10-05;3.55;PVC vidro;383.72;0.36;520.69
2022-10-05;20.36;PP COLORIDO;40.72;0.44;58.67
2022-10-05;43.63;aluminio;409.69;0.41;576.81
2022-10-05;13.67;alto impacto;18.32;0.38;25.25
2022-10-05;35.52;placa eletronica;1932.64;0.36;2624.21
2022-10-05;43.94;bloco;484.22;0.34;647.96
2022-10-05;36.59;PP PRETO;64.03;0.35;86.17
2022-10-06;44.61;cobre;2594.07;0.33;3449.19
2022-10-06;15.97;PET PEAD;55.42;0.4;77.39
2022-10-07;16.68;PP COLORIDO;34.53;0.33;45.87
2022-10-07;37.7;PP PRETO;65.98;0.41;93.04
2022-10-07;35.56;placa eletronica;1985.67;0.44;2867.99
2022-10-07;13.37;arquivo;14.04;0.4;19.65
2022-10-07;37.32;aço;279.15;0.38;385.09
2022-10-07;0.34;chumbo;3.38;0.39;4.71
2022-10-07;22.22;placa eletronica;1227.43;0.43;1758.22
2022-10-07;25.79;vidro;35.07;0.3;45.65
2022-10-07;28.14;vidro;38.27;0.39;53.15
2022-10-07;24.83;PP PRETO;43.95;0.3;57.31
2022-10-07;33.67;PP CRISTAL;128.62;0.33;170.76
2022-10-07;23.64;aço;175.88;0.41;247.48
2022-10-07;17.4;aluminio;167.21;0.38;229.96
2022-10-07;14.53;chumbo;151.55;0.35;204.37
2022-10-07;1.06;aço;7.46;0.3;9.7
2022-10-07;36.14;PP BRANCO;110.95;0.36;151.15
2022-10-07;9.24;bloco;98.04;0.34;131.43
2022-10-07;4.64;latinha;54.29;0.44;77.94
2022-10-07;27.12;aço;198.25;0.36;269.67
2022-10-07;15.32;PET PEAD;52.7;0.37;71.97
2022-10-07;44.82;ferro;70.37;0.31;92.0
2022-10-07;11.01;PP COLORIDO;21.91;0.32;28.83
2022-10-07;24.87;bateria;170.11;0.39;236.36
2022-10-07;40.09;bloco;413.73;0.38;571.69
2022-10-07;31.4;arquivo;33.91;0.33;45.06
2022-10-07;44.24;papelão;49.55;0.31;64.77
2022-10-07;20.83;óleo;54.99;0.42;78.0
2022-10-08;42.13;arquivo;45.5;0.3;59.2
2022-10-08;4.89;PP PRETO;8.66;0.38;11.92
2022-10-08;29.43;arquivo;31.2;0.35;42.26
2022-10-08;20.92;cobre;1210.43;0.44;1741.87
2022-10-08;6.48;cobre;392.49;0.31;514.8
2022-10-08;21.15;PP BRANCO;64.72;0.41;91.55
2022-10-08;27.76;PVC vidro;3017.51;0.39;4186.91
2022-10-08;35.79;bateria;239.08;0.44;343.39
2022-10-08;19.43;ferro;31.48;0.43;45.01
2022-10-08;3.09;PP COLORIDO;6.15;0.31;8.06
2022-10-08;32.06;arquivo;35.59;0.4;49.97
2022-10-08;3.43;alto impacto;4.8;0.35;6.47
2022-10-08;13.01;PP CRISTAL;51.13;0.31;66.77
2022-10-08;12.58;PP COLORIDO;25.03;0.4;35.09
2022-10-08;16.87;cobre;996.34;0.38;1376.36
2022-10-08;37.16;aluminio;353.76;0.38;486.55
2022-10-08;6.72;óleo;17.47;0.42;24.78
2022-10-08;2.19;arquivo;2.3;0.43;3.3
2022-10-08;41.69;PP PRETO;71.71;0.4;100.66
2022-10-08;14.55;vidro;20.22;0.35;27.26
2022-10-08;9.68;aço;71.63;0.45;103.78
2022-10-08;0.5;PP PRETO;0.86;0.38;1.18
2022-10-08;19.15;PP CRISTAL;75.26;0.38;103.7
2022-10-09;43.19;PVC vidro;4659.77;0.44;6704.61
2022-10-09;32.24;PP BRANCO;97.04;0.39;134.98
2022-10-09;32.46;alto impacto;42.2;0.39;58.46
2022-10-09;46.89;bloco;499.38;0.43;711.87
2022-10-09;4.7;placa eletronica;253.38;0.44;364.23
2022-10-09;10.21;bateria;70.14;0.43;100.34
2022-10-09;19.87;vidro;27.02;0.45;39.17
2022-10-09;13.51;cobre;783.72;0.37;1075.01
2022-10-09;37.59;óleo;104.5;0.44;150.24
2022-10-09;32.65;PVC vidro;3613.05;0.34;4846.52
2022-10-09;17.65;PVC vidro;1958.44;0.32;2578.61
2022-10-09;25.64;aluminio;236.66;0.36;320.68
2022-10-09;36.65;aço;269.74;0.35;364.9
2022-10-09;6.47;PP BRANCO;18.96;0.35;25.61
2022-10-09;23.05;PET PEAD;75.14;0.39;104.42
2022-10-09;30.35;latinha;342.96;0.37;470.14
2022-10-09;33.58;arquivo;36.94;0.37;50.53
2022-10-10;4.2;vidro;5.84;0.33;7.76
2022-10-10;5.48;PP BRANCO;16.49;0.4;23.12
2022-10-10;1.4;óleo;3.65;0.43;5.21
2022-10-10;32.52;ferro;51.71;0.39;71.78
2022-10-10;42.75;vidro;56.0;0.43;80.06
2022-10-10;16.17;ferro;26.68;0.37;36.67
2022-10-10;39.04;bloco;412.26;0.42;586.54
2022-10-10;46.49;vidro;61.37;0.45;88.91
2022-10-10;13.64;latinha;151.81;0.36;206.06
2022-10-10;18.15;ferro;30.49;0.36;41.44
2022-10-10;32.62;papelão;35.23;0.42;50.03
2022-10-10;42.12;aluminio;385.4;0.38;530.9
2022-10-10;7.94;PVC vidro;836.8;0.42;1184.42
2022-10-10;23.09;cobre;1347.76;0.45;1949.71
2022-10-10;21.92;vidro;29.81;0.34;39.87
2022-10-10;2.97;arquivo;3.18;0.45;4.6
2022-10-10;36.15;PP CRISTAL;144.24;0.34;192.76
2022-10-10;23.28;placa eletronica;1242.22;0.4;1739.24
2022-10-10;6.16;óleo;17.19;0.36;23.42
2022-10-10;6.14;chumbo;61.95;0.39;85.84
2022-10-10;33.64;PP BRANCO;100.25;0.33;133.51
2022-10-10;36.95;latinha;426.03;0.45;617.29
2022-10-10;7.77;PP COLORIDO;15.38;0.44;22.17
2022-10-10;16.16;bloco;178.24;0.35;241.12
2022-10-10;28.18;óleo;76.09;0.32;100.18
2022-10-10;10.94;PP CRISTAL;42.56;0.4;59.79
2022-10-10;12.73;bloco;136.21;0.37;185.97
2022-10-10;37.31;chumbo;386.9;0.36;526.52
2022-10-10;7.63;alto impacto;10.0;0.31;13.06
2022-10-10;42.35;aço;310.0;0.35;417.7
2022-10-11;12.77;PET PEAD;41.89;0.33;55.88
2022-10-11;3.05;PP CRISTAL;12.08;0.38;16.69
2022-10-11;36.84;PVC vidro;3993.46;0.4;5590.95
2022-10-11;40.51;PP CRISTAL;156.37;0.41;220.64
2022-10-11;35.96;PP BRANCO;105.72;0.44;151.91
2022-10-11;9.97;PP CRISTAL;37.79;0.42;53.75
2022-10-11;42.78;placa eletronica;2231.4;0.41;3149.91
2022-10-11;43.21;latinha;472.29;0.44;679.03
2022-10-11;31.52;placa eletronica;1752.83;0.4;2458.14
2022-10-11;43.07;alto impacto;60.3;0.3;78.53
2022-10-11;20.42;bateria;136.2;0.44;196.03
2022-10-11;13.98;bloco;152.66;0.33;203.26
2022-10-11;0.67;PP CRISTAL;2.63;0.38;3.62
2022-10-11;21.65;alto impacto;28.79;0.32;37.89
2022-10-11;43.5;arquivo;47.85;0.32;63.22
2022-10-11;33.39;PP PRETO;59.1;0.43;84.38
2022-10-11;22.27;alto impacto;29.4;0.39;40.75
2022-10-11;38.5;PP COLORIDO;77.77;0.36;105.59
2022-10-11;38.54;PVC vidro;4113.37;0.31;5397.65
2022-10-11;2.1;PVC vidro;234.23;0.43;335.28
2022-10-11;46.94;aluminio;446.4;0.31;583.76
2022-10-11;9.47;bloco;104.45;0.42;148.24
2022-10-11;10.88;papelão;11.53;0.41;16.25
2022-10-11;15.55;aço;117.09;0.35;158.02
2022-10-11;30.44;bloco;325.4;0.42;461.26
2022-10-11;4.16;aço;30.58;0.42;43.36
2022-10-11;19.04;PP CRISTAL;73.68;0.36;100.2
2022-10-12;32.72;PET PEAD;111.25;0.37;151.89
2022-10-12;5.88;PP BRANCO;17.99;0.43;25.69
2022-10-12;48.82;bloco;535.56;0.41;754.46
2022-10-12;12.85;cobre;739.65;0.44;1068.76
2022-10-12;45.64;bloco;479.68;0.37;656.76
2022-10-13;12.28;PP PRETO;21.0;0.4;29.44
2022-10-13;8.17;aluminio;76.8;0.38;106.22
2022-10-13;48.39;PP CRISTAL;185.82;0.31;243.36
2022-10-13;12.74;arquivo;13.5;0.44;19.47
2022-10-13;49.2;PP COLORIDO;99.38;0.44;143.41
2022-10-13;5.29;chumbo;52.48;0.34;70.35
2022-10-13;18.26;PP COLORIDO;35.79;0.33;47.75
2022-10-13;39.27;papelão;41.23;0.34;55.29
2022-10-13;4.11;ferro;6.45;0.44;9.27
2022-10-13;41.78;PP CRISTAL;168.37;0.4;235.83
2022-10-13;22.33;PP COLORIDO;44.21;0.42;62.99
2022-10-13;30.91;óleo;82.84;0.45;119.72
2022-10-13;1.25;PVC vidro;137.22;0.43;196.7
2022-10-13;5.06;alto impacto;6.68;0.42;9.51
2022-10-13;34.35;bloco;375.1;0.34;503.09
2022-10-13;15.36;PP COLORIDO;32.1;0.38;44.36
2022-10-13;9.85;papelão;10.93;0.38;15.08
2022-10-13;47.36;aço;349.04;0.32;459.85
2022-10-13;21.28;arquivo;22.77;0.38;31.34
2022-10-13;1.3;bateria;8.5;0.39;11.82
2022-10-13;35.97;PVC vidro;3884.76;0.33;5155.44
2022-10-13;30.59;latinha;342.0;0.33;453.23
2022-10-13;33.54;PP PRETO;60.04;0.43;85.58
2022-10-13;29.73;aço;223.87;0.35;301.78
2022-10-13;9.43;ferro;15.18;0.44;21.84
2022-10-14;2.77;bloco;30.36;0.34;40.64
2022-10-14;20.46;bateria;139.95;0.42;198.53
2022-10-14;9.12;PP PRETO;16.23;0.43;23.14
2022-10-14;35.0;ferro;54.6;0.37;74.73
2022-10-14;37.13;óleo;98.77;0.39;137.74
2022-10-14;4.76;ferro;7.85;0.37;10.78
2022-10-14;43.77;chumbo;428.07;0.31;562.34
2022-10-14;42.31;bloco;441.29;0.38;610.21
2022-10-14;44.05;vidro;58.59;0.41;82.41
2022-10-14;26.38;vidro;35.88;0.41;50.56
2022-10-14;29.36;ferro;48.74;0.42;69.1
2022-10-14;22.34;bateria;155.04;0.37;212.53
2022-10-14;27.56;ferro;44.37;0.42;63.04
2022-10-14;41.66;bateria;279.12;0.36;379.69
2022-10-14;33.3;PVC vidro;3726.94;0.36;5073.87
2022-10-14;26.0;placa eletronica;1387.88;0.36;1883.88
2022-10-14;6.37;bloco;66.12;0.37;90.36
2022-10-14;31.68;aluminio;303.18;0.34;405.58
2022-10-14;44.82;latinha;495.26;0.38;683.99
2022-10-14;2.0;PET PEAD;6.9;0.35;9.31
2022-10-14;10.96;bloco;113.33;0.33;150.38
2022-10-14;41.38;bateria;272.69;0.42;386.69
2022-10-14;2.7;PP BRANCO;7.97;0.37;10.91
2022-10-14;1.25;cobre;72.94;0.43;104.36
2022-10-14;14.45;PP CRISTAL;55.2;0.34;73.92
2022-10-14;36.86;PVC vidro;4011.11;0.45;5808.94
2022-10-15;3.63;PP COLORIDO;7.62;0.45;11.05
2022-10-15;18.31;cobre;1054.29;0.39;1466.51
2022-10-15;16.71;PVC vidro;1856.65;0.43;2656.54
2022-10-15;9.95;placa eletronica;532.42;0.37;727.97
2022-10-15;24.0;PP COLORIDO;48.24;0.33;64.24
2022-10-15;19.03;alto impacto;25.12;0.4;35.12
2022-10-15;21.47;alto impacto;29.84;0.37;40.83
2022-10-15;0.78;bateria;5.1;0.34;6.82
2022-10-15;40.94;latinha;456.89;0.39;633.28
2022-10-15;13.63;bateria;92.28;0.4;128.94
2022-10-15;32.03;PVC vidro;3462.12;0.34;4630.11
2022-10-15;43.61;PP PRETO;74.57;0.43;106.53
2022-10-15;12.46;cobre;722.43;0.39;1003.82
2022-10-15;29.7;aço;211.17;0.34;282.83
2022-10-15;42.99;aluminio;398.09;0.44;573.21
2022-10-15;32.67;aço;231.3;0.36;314.72
2022-10-15;35.57;ferro;56.2;0.43;80.26
2022-10-15;10.53;óleo;29.17;0.43;41.75
2022-10-15;7.22;óleo;19.13;0.33;25.4
2022-10-15;24.83;alto impacto;33.52;0.37;45.87
2022-10-15;9.12;PP CRISTAL;36.39;0.3;47.32
2022-10-16;1.43;vidro;1.89;0.42;2.69
2022-10-16;6.32;alto impacto;8.53;0.39;11.88
2022-10-16;35.62;aluminio;339.46;0.37;466.5
2022-10-16;18.22;ferro;29.52;0.33;39.15
2022-10-16;10.7;papelão;11.56;0.35;15.62
2022-10-16;29.35;alto impacto;39.92;0.4;56.06
2022-10-16;4.63;aluminio;42.27;0.42;59.85
2022-10-16;14.74;latinha;172.75;0.32;227.97
2022-10-16;4.63;PP PRETO;8.38;0.37;11.51
2022-10-16;4.21;placa eletronica;229.57;0.38;316.0
2022-10-16;7.57;PP BRANCO;22.26;0.39;31.03
2022-10-16;20.67;bloco;224.06;0.39;312.56
2022-10-16;46.77;ferro;73.9;0.3;96.23
2022-10-16;19.78;PP COLORIDO;39.96;0.44;57.58
2022-10-16;2.43;bloco;25.69;0.44;37.0
2022-10-16;33.56;óleo;92.29;0.4;129.35
2022-10-16;14.44;PVC vidro;1614.25;0.41;2278.14
2022-10-16;24.23;aço;181.24;0.35;244.97
2022-10-16;39.56;cobre;2317.82;0.43;3309.4
2022-10-16;48.4;arquivo;52.27;0.4;72.93
2022-10-16;15.01;PET PEAD;50.13;0.43;71.64
2022-10-16;32.62;aluminio;298.15;0.31;389.25
2022-10-16;35.44;latinha;411.81;0.38;566.56
2022-10-16;29.38;PET PEAD;98.72;0.41;138.93
2022-10-17;40.64;PVC vidro;4351.32;0.39;6028.77
2022-10-17;28.9;bateria;192.76;0.31;253.4
2022-10-18;42.06;latinha;459.72;0.4;643.57
2022-10-18;34.99;arquivo;36.74;0.43;52.43
2022-10-18;44.58;papelão;46.81;0.41;65.99
2022-10-19;29.84;aluminio;288.25;0.45;416.89
2022-10-20;24.75;óleo;67.32;0.39;93.84
2022-10-20;36.17;arquivo;37.98;0.36;51.74
2022-10-20;35.21;PET PEAD;120.77;0.36;164.35
2022-10-20;7.92;vidro;10.85;0.31;14.25
2022-10-20;13.87;chumbo;136.06;0.42;193.41
2022-10-20;48.05;PVC vidro;5127.9;0.34;6855.84
2022-10-20;29.25;PP CRISTAL;112.61;0.3;146.45
2022-10-20;47.07;bloco;503.65;0.31;658.27
2022-10-21;30.74;papelão;33.51;0.39;46.72
2022-10-21;12.85;aluminio;121.82;0.39;169.64
2022-10-21;11.99;aço;90.64;0.44;130.82
2022-10-21;26.96;ferro;45.02;0.37;61.82
2022-10-21;29.16;papelão;31.49;0.45;45.51
2022-10-21;24.72;bateria;167.6;0.43;239.95
2022-10-21;3.72;PET PEAD;12.87;0.31;16.81
2022-10-21;12.5;papelão;13.63;0.43;19.54
2022-10-21;9.76;latinha;108.24;0.33;143.99
2022-10-21;44.02;PET PEAD;150.11;0.43;214.29
2022-10-22;25.06;vidro;35.08;0.37;48.07
2022-10-22;17.24;chumbo;176.37;0.33;233.97
2022-10-22;0.12;bateria;0.82;0.34;1.1
2022-10-22;29.58;óleo;80.75;0.37;110.61
2022-10-22;16.27;PVC vidro;1696.47;0.43;2431.54
2022-10-22;18.95;PET PEAD;62.72;0.42;89.22
2022-10-22;31.35;aluminio;303.15;0.38;419.24
2022-10-22;26.76;aluminio;257.16;0.33;342.13
2022-10-22;14.13;aço;104.0;0.43;148.26
2022-10-22;33.88;bloco;367.6;0.36;499.1
2022-10-22;48.77;PP CRISTAL;187.76;0.45;271.77
2022-10-22;22.96;placa eletronica;1276.81;0.35;1726.28
2022-10-22;48.23;PP COLORIDO;98.39;0.4;138.15
2022-10-22;43.18;PVC vidro;4560.67;0.39;6352.5
2022-10-22;27.35;aço;201.57;0.31;264.29
2022-10-22;20.58;placa eletronica;1071.6;0.3;1394.3
2022-10-22;23.96;PP CRISTAL;93.2;0.42;132.41
2022-10-22;4.7;arquivo;5.08;0.37;6.97
2022-10-22;39.41;bloco;423.26;0.39;590.17
2022-10-23;25.1;PP BRANCO;76.56;0.38;105.97
2022-10-23;34.45;placa eletronica;1895.78;0.32;2505.53
2022-10-23;24.95;cobre;1536.92;0.4;2149.04
2022-10-23;2.26;PET PEAD;7.75;0.37;10.6
2022-10-23;15.74;arquivo;16.37;0.35;22.1
2022-10-23;27.94;latinha;307.34;0.37;422.06
2022-10-23;17.54;aço;132.08;0.34;176.85
2022-10-23;45.58;PP PRETO;82.5;0.44;119.21
2022-10-23;27.52;alto impacto;37.7;0.43;53.94
2022-10-23;10.29;bateria;71.21;0.34;95.09
2022-10-23;5.4;PP COLORIDO;10.91;0.39;15.13
2022-10-23;23.3;cobre;1343.71;0.36;1830.49
2022-10-24;9.93;cobre;575.74;0.45;834.71
2022-10-24;1.46;bloco;15.74;0.32;20.85
2022-10-24;2.69;ferro;4.3;0.42;6.09
2022-10-24;11.59;PET PEAD;37.9;0.38;52.33
2022-10-24;46.95;aluminio;436.64;0.4;612.67
2022-10-24;26.4;alto impacto;36.17;0.34;48.31
2022-10-24;21.4;óleo;56.5;0.39;78.57
2022-10-24;21.63;PET PEAD;71.38;0.42;101.16
2022-10-24;8.73;bateria;60.5;0.35;81.48
2022-10-24;42.97;placa eletronica;2309.21;0.4;3235.31
2022-10-24;9.66;bloco;102.4;0.39;142.75
2022-10-24;21.45;bloco;234.66;0.33;311.49
2022-10-24;48.95;bloco;528.17;0.43;755.34
2022-10-24;44.9;papelão;47.15;0.45;68.28
2022-10-24;29.06;arquivo;32.26;0.45;46.73
2022-10-24;8.09;óleo;21.11;0.4;29.55
2022-10-24;16.52;PVC vidro;1727.99;0.39;2407.18
2022-10-24;13.41;PP BRANCO;41.84;0.31;54.82
2022-10-24;12.58;PP CRISTAL;48.94;0.32;64.55
2022-10-24;43.6;aço;326.56;0.38;450.07
2022-10-24;34.7;PP BRANCO;109.31;0.39;151.53
2022-10-24;32.89;PP CRISTAL;130.57;0.33;174.12
2022-10-24;9.8;óleo;26.66;0.41;37.57
2022-10-24;0.22;PP COLORIDO;0.45;0.42;0.64
2022-10-25;13.88;arquivo;15.41;0.34;20.64
2022-10-25;38.3;vidro;53.62;0.42;75.97
2022-10-25;7.7;ferro;12.63;0.42;17.91
2022-10-25;2.85;chumbo;28.98;0.45;41.89
2022-10-25;17.84;alto impacto;23.73;0.42;33.69
2022-10-25;9.85;ferro;15.66;0.36;21.27
2022-10-25;20.55;PP COLORIDO;42.54;0.36;57.93
2022-10-25;29.3;vidro;38.97;0.38;53.72
2022-10-25;17.35;PP BRANCO;53.61;0.31;70.2
2022-10-25;17.25;placa eletronica;937.19;0.4;1314.72
2022-10-26;32.77;PVC vidro;3485.42;0.32;4601.51
2022-10-26;12.85;ferro;20.56;0.43;29.43
2022-10-26;1.44;cobre;84.92;0.38;117.32
2022-10-26;31.71;cobre;1872.16;0.44;2700.77
2022-10-26;5.09;bateria;34.15;0.42;48.35
2022-10-26;7.03;PP CRISTAL;27.35;0.36;37.19
2022-10-26;1.78;placa eletronica;94.2;0.3;122.55
2022-10-26;45.56;latinha;529.86;0.34;710.03
2022-10-26;19.71;alto impacto;25.82;0.4;36.04
2022-10-26;6.82;papelão;7.3;0.4;10.2
2022-10-26;26.34;arquivo;27.66;0.38;38.22
2022-10-26;47.82;arquivo;52.12;0.42;73.86
2022-10-26;2.42;PP BRANCO;7.48;0.38;10.32
2022-10-26;23.13;PP PRETO;40.25;0.33;53.58
2022-10-26;48.53;aço;346.99;0.39;482.26
2022-10-26;40.74;óleo;107.96;0.36;147.25
2022-10-26;43.0;bloco;445.91;0.36;607.19
2022-10-26;38.17;latinha;446.21;0.45;645.66
2022-10-26;40.99;bloco;441.46;0.37;603.83
2022-10-26;45.75;vidro;63.59;0.35;85.76
2022-10-26;1.9;chumbo;18.98;0.35;25.65
2022-10-26;2.83;alto impacto;3.96;0.32;5.22
2022-10-26;40.67;PP PRETO;72.8;0.4;101.78
2022-10-26;40.79;vidro;56.29;0.39;78.16
2022-10-26;49.66;bloco;542.29;0.34;724.26
2022-10-26;27.25;PP COLORIDO;53.41;0.41;75.13
2022-10-27;37.68;PP BRANCO;116.43;0.35;157.37
2022-10-27;32.84;aluminio;306.4;0.37;420.1
2022-10-27;21.51;bloco;236.61;0.45;342.58
2022-10-27;41.58;cobre;2542.2;0.37;3486.25
2022-10-28;17.01;PP PRETO;30.45;0.36;41.43
2022-10-28;33.27;alto impacto;44.25;0.42;63.03
2022-10-28;33.88;papelão;36.59;0.33;48.77
2022-10-28;28.82;aluminio;265.72;0.39;368.16
2022-10-28;47.09;papelão;52.74;0.39;73.16
2022-10-28;35.65;PP COLORIDO;70.59;0.42;99.91
2022-10-28;39.2;latinha;442.96;0.35;599.52
2022-10-28;35.12;latinha;397.21;0.38;548.09
